file,resp_json,data_found,reason,dossier_id,submission_no,date,product_name,medicinal_ingredients,reason_for_submission,species,drug_identification_number_route_form_strength,canadian_reference_product,manufacturer_name,manufacturer_street,manufacturer_city,manufacturer_province,manufacturer_country,manufacturer_postal_code,authorizing_official_name,authorizing_official_title,authorizing_official_division,authorizing_official_directorate
https://pdf.hres.ca/noc_pm/0000011899.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""159405"",
  ""submission_no"": ""9427-B1878-109"",
  ""manufacturer"": {
    ""name"": ""Bayer Inc."",
    ""street"": ""77 Belfield Road"",
    ""city"": ""TORONTO"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""M9W 1C6""
  },
  ""date"": ""JUN 07 2013"",
  ""product_name"": ""YAZ PLUS"",
  ""medicinal_ingredients"": ""drospirenone, ethinyl estradiol, levomefolate calcium, and levomefolate calcium"",
  ""reason_for_submission"": ""Change in synthesis of drug substance."",
  ""species"": ""Human"",
  ""drug_identification_number_route_form_strength"": ""N/A, Oral, Tablet, 3.0 mg, 0.02 mg, 0.451 mg and 0.451 mg"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Sabourin"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,159405,9427-B1878-109,JUN 07 2013,YAZ PLUS,"drospirenone, ethinyl estradiol, levomefolate calcium, and levomefolate calcium",Change in synthesis of drug substance.,Human,"N/A, Oral, Tablet, 3.0 mg, 0.02 mg, 0.451 mg and 0.451 mg",,Bayer Inc.,77 Belfield Road,TORONTO,Ontario,Canada,M9W 1C6,Barbara J. Sabourin,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000012116.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""9427-M25521-211"",
  ""submission_no"": ""147842"",
  ""manufacturer"": {
    ""name"": ""Mylan Pharmaceuticals ULC"",
    ""street"": ""85 Advance Road"",
    ""city"": ""Etobicoke"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""M9Z 2S9""
  },
  ""date"": ""JUL - 5 2013"",
  ""product_name"": ""Mylan-Rabeprazole"",
  ""medicinal_ingredients"": ""Rabeprazole Sodium"",
  ""reason_for_submission"": ""This is to notify you that, pursuant to section C.08.004 of the Food and Drug Regulations, the above abbreviated new drug submission complies with the requirements of sections C.08.002 and C.08.005.1 of the Regulations. As a manufacturer, you are further reminded of your obligations under C.08.002(1)(d), C.08.007 and C.08.008. These obligations are detailed on the reverse of this notice."",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""02408382, Oral, Tablet (delayed-release), 10 mg 02409408, Oral, Tablet (delayed-release), 20 mg"",
  ""canadian_reference_product"": ""Pariet, Janssen-Ortho Inc., Canada"",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Sabourin"",
    ""title"": ""Director General / Direction générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,9427-M25521-211,147842,JUL - 5 2013,Mylan-Rabeprazole,Rabeprazole Sodium,"This is to notify you that, pursuant to section C.08.004 of the Food and Drug Regulations, the above abbreviated new drug submission complies with the requirements of sections C.08.002 and C.08.005.1 of the Regulations. As a manufacturer, you are further reminded of your obligations under C.08.002(1)(d), C.08.007 and C.08.008. These obligations are detailed on the reverse of this notice.",,"02408382, Oral, Tablet (delayed-release), 10 mg 02409408, Oral, Tablet (delayed-release), 20 mg","Pariet, Janssen-Ortho Inc., Canada",Mylan Pharmaceuticals ULC,85 Advance Road,Etobicoke,Ontario,Canada,M9Z 2S9,Barbara J. Sabourin,Director General / Direction générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000012118.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""OF-15-21-B1716-114/106673"",
  ""submission_no"": ""169373"",
  ""manufacturer"": {
    ""name"": ""Boehringer Ingelheim (Canada) Ltd."",
    ""street"": ""5180 South Service Road"",
    ""city"": ""Burlington"",
    ""province"": ""ON"",
    ""country"": ""Canada"",
    ""postal_code"": ""L7L 0H4""
  },
  ""date"": ""JUL 1 0 2013"",
  ""product_name"": ""Metacam 20 mg/mL Solution for Injection"",
  ""medicinal_ingredients"": ""Meloxicam"",
  ""reason_for_submission"": ""Additional claim"",
  ""species"": ""Cattle"",
  ""drug_identification_number_route_form_strength"": ""62230059, Subcutaneous, Intravenous, Solution, 20mg/mL"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Daniel Chepil"",
    ""title"": ""Director General"",
    ""division"": ""Veterinary Drugs Directorate"",
    ""directorate"": ""Directorat des médicaments vétérinaires""
  }
}",TRUE,NA,OF-15-21-B1716-114/106673,169373,JUL 1 0 2013,Metacam 20 mg/mL Solution for Injection,Meloxicam,Additional claim,Cattle,"62230059, Subcutaneous, Intravenous, Solution, 20mg/mL",,Boehringer Ingelheim (Canada) Ltd.,5180 South Service Road,Burlington,ON,Canada,L7L 0H4,Daniel Chepil,Director General,Veterinary Drugs Directorate,Directorat des médicaments vétérinaires
https://pdf.hres.ca/noc_pm/0000012215.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""165851"",
  ""submission_no"": ""165851"",
  ""manufacturer"": {
    ""name"": ""Teva Canada Limited"",
    ""street"": ""30 Novopharm Court"",
    ""city"": ""Toronto"",
    ""province"": ""ON"",
    ""country"": ""Canada"",
    ""postal_code"": ""M1B 2K9""
  },
  ""date"": ""JUL 1 9 2013"",
  ""product_name"": ""NTP-AMIODARONE"",
  ""medicinal_ingredients"": ""Amiodarone Hydrochloride"",
  ""reason_for_submission"": ""Administrative: merger - buyout / Administratif: fusion - rachat"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""02361280 (oral, tablet, 200 mg)"",
  ""canadian_reference_product"": ""Cordarone, Wyeth Ayerst Canada Inc., Canada"",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Sabourin"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,165851,165851,JUL 1 9 2013,NTP-AMIODARONE,Amiodarone Hydrochloride,Administrative: merger - buyout / Administratif: fusion - rachat,,"02361280 (oral, tablet, 200 mg)","Cordarone, Wyeth Ayerst Canada Inc., Canada",Teva Canada Limited,30 Novopharm Court,Toronto,ON,Canada,M1B 2K9,Barbara J. Sabourin,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000012419.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""158863"",
  ""submission_no"": ""158863"",
  ""manufacturer"": {
    ""name"": ""Aicon Canada Incorporated"",
    ""street"": ""2805 Meadowpine Blvd"",
    ""city"": ""Mississauga"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""L5N 9C7""
  },
  ""date"": ""AUG 2 2 2013"",
  ""product_name"": ""ILEVRO"",
  ""medicinal_ingredients"": ""Napafenac"",
  ""reason_for_submission"": ""This is to notify you that, pursuant to section C.08.004 of the Food and Drug Regulations, the above new drug submission complies with the requirements of sections C.08.002 and C.08.005.1 of the Regulations."",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""02411393, Ophthalmic, Suspension, 0.3 % W/V"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Sabourin"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,158863,158863,AUG 2 2 2013,ILEVRO,Napafenac,"This is to notify you that, pursuant to section C.08.004 of the Food and Drug Regulations, the above new drug submission complies with the requirements of sections C.08.002 and C.08.005.1 of the Regulations.",,"02411393, Ophthalmic, Suspension, 0.3 % W/V",,Aicon Canada Incorporated,2805 Meadowpine Blvd,Mississauga,Ontario,Canada,L5N 9C7,Barbara J. Sabourin,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000012432.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""166986"",
  ""submission_no"": ""166986"",
  ""manufacturer"": {
    ""name"": ""Ranbaxy Pharmaceuticals Canada Inc."",
    ""street"": ""2680 Matheson Blvd. E., Suite 200"",
    ""city"": ""Mississauga"",
    ""province"": ""ON"",
    ""country"": ""Canada"",
    ""postal_code"": ""L4W 0A5""
  },
  ""date"": ""AUG 2 1 2013"",
  ""product_name"": ""CANDESARTAN Cilexetil"",
  ""medicinal_ingredients"": ""Angiotensin II AT1 Receptor Blocker / Angiotensin II Receptor Blocker"",
  ""reason_for_submission"": ""Administrative - additional product name / Administratif - nom du produit additionnel"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""02410478 (oral, tablet, 4 mg) 02410486 (oral, tablet, 8 mg) 02410494 (oral, tablet, 16 mg) 02410508 (oral, tablet, 32 mg)"",
  ""canadian_reference_product"": ""Atacand, AstraZeneca Canada Inc., Canada"",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Sabourin"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,166986,166986,AUG 2 1 2013,CANDESARTAN Cilexetil,Angiotensin II AT1 Receptor Blocker / Angiotensin II Receptor Blocker,Administrative - additional product name / Administratif - nom du produit additionnel,,"02410478 (oral, tablet, 4 mg) 02410486 (oral, tablet, 8 mg) 02410494 (oral, tablet, 16 mg) 02410508 (oral, tablet, 32 mg)","Atacand, AstraZeneca Canada Inc., Canada",Ranbaxy Pharmaceuticals Canada Inc.,"2680 Matheson Blvd. E., Suite 200",Mississauga,ON,Canada,L4W 0A5,Barbara J. Sabourin,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000012539.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""167451"",
  ""submission_no"": ""167451"",
  ""manufacturer"": {
    ""name"": ""Sivern Pharmaceuticals ULC"",
    ""street"": ""4705 Dobrin Street"",
    ""city"": ""Saint-Laurent"",
    ""province"": ""QC"",
    ""country"": ""Canada"",
    ""postal_code"": ""H4R 2P7""
  },
  ""date"": ""SEP 11 2013"",
  ""product_name"": ""OMEPAZOLE-20"",
  ""medicinal_ingredients"": ""Omeprazole"",
  ""reason_for_submission"": ""Administrative - licensing agreement between two companies / Administratif - accord de licence entre deux sociétés"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""02411857 (oral, delayed-release capsules, 20 mg)"",
  ""canadian_reference_product"": ""Losec, Astra Pharma Inc., Canada"",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Sabourin"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,167451,167451,SEP 11 2013,OMEPAZOLE-20,Omeprazole,Administrative - licensing agreement between two companies / Administratif - accord de licence entre deux sociétés,,"02411857 (oral, delayed-release capsules, 20 mg)","Losec, Astra Pharma Inc., Canada",Sivern Pharmaceuticals ULC,4705 Dobrin Street,Saint-Laurent,QC,Canada,H4R 2P7,Barbara J. Sabourin,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000012760.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""154088"",
  ""submission_no"": ""154088"",
  ""manufacturer"": {
    ""name"": ""Allergan Inc"",
    ""street"": ""65 Enterprise Blvd"",
    ""city"": ""Markham"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""L3G 0B5""
  },
  ""date"": ""OCT 10 2013"",
  ""product_name"": ""BOTOX®"",
  ""medicinal_ingredients"": ""OnabotulinumtoxinA"",
  ""reason_for_submission"": ""New indication: for the treatment of overactive bladder with symptoms of urinary incontinence, urgency, and frequency, in adult patients who have an inadequate response to or are intolerant of anticholinergic medication."",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""NA, IM, PWSO, 50 Units/vial, 100 Units/vial, 200 Units/vial"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Dr. Robert Cushman"",
    ""title"": ""Director, Biologics and Genetic Therapies"",
    ""division"": ""Biologics and Genetic Therapies"",
    ""directorate"": ""Directorate of Biologics and Genetic Therapies""
  }
}",TRUE,NA,154088,154088,OCT 10 2013,BOTOX®,OnabotulinumtoxinA,"New indication: for the treatment of overactive bladder with symptoms of urinary incontinence, urgency, and frequency, in adult patients who have an inadequate response to or are intolerant of anticholinergic medication.",,"NA, IM, PWSO, 50 Units/vial, 100 Units/vial, 200 Units/vial",,Allergan Inc,65 Enterprise Blvd,Markham,Ontario,Canada,L3G 0B5,Dr. Robert Cushman,"Director, Biologics and Genetic Therapies",Biologics and Genetic Therapies,Directorate of Biologics and Genetic Therapies
https://pdf.hres.ca/noc_pm/0000012766.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""e162151"",
  ""submission_no"": ""162151"",
  ""manufacturer"": {
    ""name"": ""Apotex Inc."",
    ""street"": ""150 Signet Drive"",
    ""city"": ""TORONTO"",
    ""province"": ""ON"",
    ""country"": ""Canada"",
    ""postal_code"": ""M5L 1T9""
  },
  ""date"": ""OCT 1 0 2013"",
  ""product_name"": ""Apo-Latanoprost-Timop"",
  ""medicinal_ingredients"": ""Timolol (supplied as timolol maleate 6.83 mg/mL)"",
  ""reason_for_submission"": ""Elevated Intraocular Pressure Therapy"",
  ""species"": ""Prostaglandin F2a analogue and beta-adrenergic receptor blocker"",
  ""drug_identification_number_route_form_strength"": ""02414155, Ophthalmic, Solution, 50 µg/mL / 5 mg/mL"",
  ""canadian_reference_product"": ""Xalacom, Pfizer Canada Inc., Canada"",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Sabourin"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,e162151,162151,OCT 1 0 2013,Apo-Latanoprost-Timop,Timolol (supplied as timolol maleate 6.83 mg/mL),Elevated Intraocular Pressure Therapy,Prostaglandin F2a analogue and beta-adrenergic receptor blocker,"02414155, Ophthalmic, Solution, 50 µg/mL / 5 mg/mL","Xalacom, Pfizer Canada Inc., Canada",Apotex Inc.,150 Signet Drive,TORONTO,ON,Canada,M5L 1T9,Barbara J. Sabourin,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000012910.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""168228"",
  ""submission_no"": ""168228"",
  ""manufacturer"": {
    ""name"": ""Pro Doc Limitée"",
    ""street"": ""2925, boul. Industriel"",
    ""city"": ""Laval"",
    ""province"": ""QC"",
    ""country"": ""Canada"",
    ""postal_code"": ""H7L 3W9""
  },
  ""date"": ""OCT 3 1 2013"",
  ""product_name"": ""CARBAMAZEPINE CR"",
  ""medicinal_ingredients"": ""Carbamazepine"",
  ""reason_for_submission"": ""Administrative - licensing agreement between two companies / Administratif - accord de licence entre deux sociétés"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""02413590 (oral, extended-release tablet, 200 mg) 02413604 (oral, extended-release tablet, 400 mg)"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Sabourin"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,168228,168228,OCT 3 1 2013,CARBAMAZEPINE CR,Carbamazepine,Administrative - licensing agreement between two companies / Administratif - accord de licence entre deux sociétés,,"02413590 (oral, extended-release tablet, 200 mg) 02413604 (oral, extended-release tablet, 400 mg)",,Pro Doc Limitée,"2925, boul. Industriel",Laval,QC,Canada,H7L 3W9,Barbara J. Sabourin,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000013027.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""168206"",
  ""submission_no"": ""168206"",
  ""manufacturer"": {
    ""name"": ""TEVA Pharmaceuticals Inc."",
    ""street"": ""10001 N. 10th Street"",
    ""city"": ""Maven"",
    ""province"": ""PA"",
    ""country"": ""USA"",
    ""postal_code"": ""19325""
  },
  ""date"": ""NOV 2 1 2013"",
  ""product_name"": ""Frovatriptan"",
  ""medicinal_ingredients"": ""5-HT1 Receptor Subtype Agonist, Migraine Therapy / Agoniste des récepteurs de sous-type 5-HT1, Antimigraineux"",
  ""reason_for_submission"": ""Frovatriptan supplied as Frovatriptan Succinate"",
  ""species"": ""Human"",
  ""drug_identification_number_route_form_strength"": ""02415944 (oral, tablet, 2.5 mg)"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Babara J. Sabourin"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate"",
    ""directorate"": ""Direction des produits thérapeutiques""
  }
}",TRUE,NA,168206,168206,NOV 2 1 2013,Frovatriptan,"5-HT1 Receptor Subtype Agonist, Migraine Therapy / Agoniste des récepteurs de sous-type 5-HT1, Antimigraineux",Frovatriptan supplied as Frovatriptan Succinate,Human,"02415944 (oral, tablet, 2.5 mg)",,TEVA Pharmaceuticals Inc.,10001 N. 10th Street,Maven,PA,USA,19325,Babara J. Sabourin,Director General / Directrice générale,Therapeutic Products Directorate,Direction des produits thérapeutiques
https://pdf.hres.ca/noc_pm/0000013042.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""18400"",
  ""submission_no"": ""9427-7488-596"",
  ""manufacturer"": {
    ""name"": ""Pharmadex Inc."",
    ""street"": ""100 Avenue"",
    ""city"": ""Montreal"",
    ""province"": ""QC"",
    ""country"": ""Canada"",
    ""postal_code"": ""H9P 2T4""
  },
  ""date"": ""NOV 2 6 2013"",
  ""product_name"": ""ALLERGY CONTROL DESORATADINE"",
  ""medicinal_ingredients"": ""Desloratadine"",
  ""reason_for_submission"": ""Administrative - additional product name /Administratif - nom additionnel du produit"",
  ""species"": ""Human"",
  ""drug_identification_number_route_form_strength"": ""02415771 (oral, tablet, 5 mg)"",
  ""canadian_reference_product"": ""Aero, Schering Canada Inc., Canada"",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Sabourin"",
    ""title"": ""Director, Therapeutic Products Directorate"",
    ""division"": ""Therapeutic Products Directorate"",
    ""directorate"": ""Direction des produits thérapeutiques""
  }
}",TRUE,NA,18400,9427-7488-596,NOV 2 6 2013,ALLERGY CONTROL DESORATADINE,Desloratadine,Administrative - additional product name /Administratif - nom additionnel du produit,Human,"02415771 (oral, tablet, 5 mg)","Aero, Schering Canada Inc., Canada",Pharmadex Inc.,100 Avenue,Montreal,QC,Canada,H9P 2T4,Barbara J. Sabourin,"Director, Therapeutic Products Directorate",Therapeutic Products Directorate,Direction des produits thérapeutiques
https://pdf.hres.ca/noc_pm/0000013637.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""171120"",
  ""submission_no"": ""171120"",
  ""manufacturer"": {
    ""name"": ""GlaxoSmithKline"",
    ""street"": ""Prometheus Rd"",
    ""city"": ""Mississauga"",
    ""province"": ""ON"",
    ""country"": ""Canada"",
    ""postal_code"": ""L5N 6L4""
  },
  ""date"": ""FEB 1 2014"",
  ""product_name"": ""Typherix"",
  ""medicinal_ingredients"": ""Vi Capsular polysaccharide of Salmonella Typhi / Vi polysaccharide Capsulaire de Salmonella Typhi"",
  ""reason_for_submission"": ""Update format of Product Monograph / mise à jour le format de Monographie de Produit"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""N/A, IM, PWSO, Vi Capsular polysaccharide of Salmonella Typhi / Vi polysaccharide Capsulaire de Salmonella Typhi 300Units/vial"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Dr. Robert Cushman"",
    ""title"": ""Director General / Directeur général"",
    ""division"": ""Biologics and Genetic Therapies Directorate / Direction des produits biologiques et thérapies génétiques"",
    ""directorate"": """"
  }
}",TRUE,NA,171120,171120,FEB 1 2014,Typherix,Vi Capsular polysaccharide of Salmonella Typhi / Vi polysaccharide Capsulaire de Salmonella Typhi,Update format of Product Monograph / mise à jour le format de Monographie de Produit,,"N/A, IM, PWSO, Vi Capsular polysaccharide of Salmonella Typhi / Vi polysaccharide Capsulaire de Salmonella Typhi 300Units/vial",,GlaxoSmithKline,Prometheus Rd,Mississauga,ON,Canada,L5N 6L4,Dr. Robert Cushman,Director General / Directeur général,Biologics and Genetic Therapies Directorate / Direction des produits biologiques et thérapies génétiques,
https://pdf.hres.ca/noc_pm/0000013710.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""OF-15-21-2015011-1821169006"",
  ""submission_no"": ""189096"",
  ""manufacturer"": {
    ""name"": ""Zoetis Canada Inc."",
    ""street"": ""17300 TransCanada Highway"",
    ""city"": ""Kirkland"",
    ""province"": ""QC"",
    ""country"": ""Canada"",
    ""postal_code"": ""H9J 2M5""
  },
  ""date"": ""FEB 13 2014"",
  ""product_name"": ""Zeniquin®"",
  ""medicinal_ingredients"": ""Marbofloxacin"",
  ""reason_for_submission"": ""Administrative - Transfer of Drug Identification Number (DIN) Holder"",
  ""species"": ""Dogs"",
  ""drug_identification_number_route_form_strength"": ""02241413, Oral, Tablets, 100 mg/tab"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Daniel Chaput"",
    ""title"": ""Director General, Veterinary Drugs Directorate"",
    ""division"": """",
    ""directorate"": ""Veterinary Drugs Directorate""
  }
}",TRUE,NA,OF-15-21-2015011-1821169006,189096,FEB 13 2014,Zeniquin®,Marbofloxacin,Administrative - Transfer of Drug Identification Number (DIN) Holder,Dogs,"02241413, Oral, Tablets, 100 mg/tab",,Zoetis Canada Inc.,17300 TransCanada Highway,Kirkland,QC,Canada,H9J 2M5,Daniel Chaput,"Director General, Veterinary Drugs Directorate",,Veterinary Drugs Directorate
https://pdf.hres.ca/noc_pm/0000013767.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""OF15-21-201601-1511167719"",
  ""submission_no"": ""167719"",
  ""manufacturer"": {
    ""name"": ""Zoetis Canada Inc."",
    ""street"": ""17300 TransCanada Highway"",
    ""city"": ""Kirkland"",
    ""province"": ""QC"",
    ""country"": ""Canada"",
    ""postal_code"": ""H9J 2M5""
  },
  ""date"": ""FEB 2 2014"",
  ""product_name"": ""Ketaset®"",
  ""medicinal_ingredients"": ""Ketamine (as ketamine hydrochloride)"",
  ""reason_for_submission"": ""Administrative - Transfer of Drug Identification Number (DIN) Holder"",
  ""species"": ""Cats"",
  ""drug_identification_number_route_form_strength"": ""02173239. Intramuscular, Solution, 100 mg/mL"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Daniel Charet"",
    ""title"": ""Director General"",
    ""division"": ""Veterinary Drugs Directorate"",
    ""directorate"": ""Direction des médicaments vétérinaires""
  }
}",TRUE,NA,OF15-21-201601-1511167719,167719,FEB 2 2014,Ketaset®,Ketamine (as ketamine hydrochloride),Administrative - Transfer of Drug Identification Number (DIN) Holder,Cats,"02173239. Intramuscular, Solution, 100 mg/mL",,Zoetis Canada Inc.,17300 TransCanada Highway,Kirkland,QC,Canada,H9J 2M5,Daniel Charet,Director General,Veterinary Drugs Directorate,Direction des médicaments vétérinaires
https://pdf.hres.ca/noc_pm/0000013925.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""p18370"",
  ""submission_no"": ""181370"",
  ""manufacturer"": {
    ""name"": ""Mint Pharmaceuticals Inc."",
    ""street"": ""Unit 1"",
    ""city"": ""MISSISSAUGA"",
    ""province"": ""ON"",
    ""country"": ""Canada"",
    ""postal_code"": ""L5T 1J8""
  },
  ""date"": ""MAR - 7 2014"",
  ""product_name"": ""Min-Latanoprost"",
  ""medicinal_ingredients"": ""Latanoprost"",
  ""reason_for_submission"": ""This is to notify you that, pursuant to section C.08.004 of the Food and Drug Regulations, the above product is confirmed as meeting the requirements of sections C.08.002 and C.08.003.1 of the Food and Drug Regulations, and that your obligations under C.08.002(1)(b), C.08.007 and C.08.008. These obligations are detailed on the reverse of this notice."",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""0242127, Ophthalmic Solution, 50 mg/mL"",
  ""canadian_reference_product"": ""Kala, Pfizer Canada Inc. Canada"",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Secorim"",
    ""title"": ""Director General, Directorate of Therapeutic Products"",
    ""division"": ""Therapeutic Products Directorate"",
    ""directorate"": ""Directorate of Therapeutic Products""
  }
}",TRUE,NA,p18370,181370,MAR - 7 2014,Min-Latanoprost,Latanoprost,"This is to notify you that, pursuant to section C.08.004 of the Food and Drug Regulations, the above product is confirmed as meeting the requirements of sections C.08.002 and C.08.003.1 of the Food and Drug Regulations, and that your obligations under C.08.002(1)(b), C.08.007 and C.08.008. These obligations are detailed on the reverse of this notice.",,"0242127, Ophthalmic Solution, 50 mg/mL","Kala, Pfizer Canada Inc. Canada",Mint Pharmaceuticals Inc.,Unit 1,MISSISSAUGA,ON,Canada,L5T 1J8,Barbara J. Secorim,"Director General, Directorate of Therapeutic Products",Therapeutic Products Directorate,Directorate of Therapeutic Products
https://pdf.hres.ca/noc_pm/0000013938.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""145771"",
  ""submission_no"": ""145771"",
  ""manufacturer"": {
    ""name"": ""Auro Pharma Inc."",
    ""street"": ""3700 Steeles Avenue West"",
    ""city"": ""Mississauga"",
    ""province"": ""ON"",
    ""country"": ""Canada"",
    ""postal_code"": ""L4W 3G6""
  },
  ""date"": ""MAR 1 0 2014"",
  ""product_name"": ""Ciprofloxacin (Sodium) as Ciprofloxacin Hydrochloride"",
  ""medicinal_ingredients"": ""Ciprofloxacin (Sodium) as Ciprofloxacin Hydrochloride"",
  ""reason_for_submission"": ""Extension of the shelf life"",
  ""species"": ""Antibacterial Agent"",
  ""drug_identification_number_route_form_strength"": ""NA, Oral, Tablet, 250 mg"",
  ""canadian_reference_product"": ""NA, Oral, Tablet, 500 mg"",
  ""authorizing_official"": {
    ""name"": ""Barbara J. Sabourin"",
    ""title"": ""Director, Generic Drug Directorate"",
    ""division"": ""Directorate of Generic Drugs"",
    ""directorate"": ""Directorate of Therapeutic Products""
  }
}",TRUE,NA,145771,145771,MAR 1 0 2014,Ciprofloxacin (Sodium) as Ciprofloxacin Hydrochloride,Ciprofloxacin (Sodium) as Ciprofloxacin Hydrochloride,Extension of the shelf life,Antibacterial Agent,"NA, Oral, Tablet, 250 mg","NA, Oral, Tablet, 500 mg",Auro Pharma Inc.,3700 Steeles Avenue West,Mississauga,ON,Canada,L4W 3G6,Barbara J. Sabourin,"Director, Generic Drug Directorate",Directorate of Generic Drugs,Directorate of Therapeutic Products
